country_name,iso,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Djibouti,DJI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,921610913.7,882187931.7,882029429.2,823631308.1,815911061.4,787449952.7,755042458.8,749410807.5,750155561.2,766501497.3,769691783.4,785453257.9,806020840.7,831813180.1,863642312.6,891016329.4,933783907.5,981407460.1,1038328726,1090583938,1128611700,1179032592,1236125825,1297930970,1375809351,1465243952,
Dominica,DMA,,,,,,,,,,,,,,,,,,184943154.6,206715583.2,168588642.7,192630537.5,215908721.8,224835299.7,230887181.9,243416029.3,246542855.7,263992511.4,283841295.7,308135321.3,307386040.6,323538864.4,325505757.1,332170021.8,337753613.9,342587966.7,349353116.8,358582268.1,363928076.7,382044733.5,384655225.3,386098878.5,387925524,381124567.9,410422425.5,423761746.3,423387808.8,435791748.5,463338169.8,496331285,490525414.3,493824407.4,492683617.1,487412935,491169137.4,511734207.9,502716709.1,507190550
Denmark,DNK,96517878770,1.03E+11,1.08E+11,1.09E+11,1.19E+11,1.25E+11,1.28E+11,1.33E+11,1.38E+11,1.47E+11,1.51E+11,1.55E+11,1.61E+11,1.68E+11,1.66E+11,1.63E+11,1.73E+11,1.76E+11,1.80E+11,1.87E+11,1.86E+11,1.85E+11,1.92E+11,1.97E+11,2.05E+11,2.13E+11,2.24E+11,2.24E+11,2.24E+11,2.26E+11,2.29E+11,2.32E+11,2.37E+11,2.37E+11,2.50E+11,2.57E+11,2.65E+11,2.73E+11,2.79E+11,2.87E+11,2.98E+11,3.01E+11,3.02E+11,3.03E+11,3.11E+11,3.19E+11,3.31E+11,3.34E+11,3.32E+11,3.16E+11,3.22E+11,3.26E+11,3.27E+11,3.30E+11,3.36E+11,3.41E+11,3.45E+11
Dominican Republic,DOM,4204530262,4107269019,4807445064,5120068535,5466434266,4784123019,5428225999,5608852514,5622249847,6234594143,7370953847,8172284593,9021725262,10185145636,10796448188,11357135096,12121257074,12725111913,12997516434,13586485792,14669157317,15296977811,15556828893,16276790588,16480721842,16130912756,16699042406,18388545873,18784996179,19611637227,18541957267,18717019096,20684773377,22178756237,22689589859,23936071815,25643041027,27695580404,29637206134,31627449469,33416489318,34021070297,35990280377,35899095831,36370076969,39738946301,43979550793,47810351794,49344827072,49811705704,53954579004,55628205430,57182407631,59894034107,64451350101,68989328535,73573876510
Algeria,DZA,27434399199,23701828112,19036113335,25568113636,27061141389,28740798890,27359811854,29946124626,33179179684,35977272902,39165815236,34727655044,44251356564,45938738804,49381809471,51873290453,56223777004,59180352663,64633724928,69466922771,70016133107,72116614360,76732080648,80875615322,85404646974,88564616568,88918875922,88296445990,87413476683,91259671545,91989749447,90885871916,92521819702,90578860786,89763654165,93174668346,96994828322,98061771374,1.03E+11,1.06E+11,1.10E+11,1.14E+11,1.20E+11,1.29E+11,1.34E+11,1.42E+11,1.45E+11,1.50E+11,1.53E+11,1.56E+11,1.61E+11,1.66E+11,1.71E+11,1.76E+11,1.83E+11,1.90E+11,1.97E+11
Ecuador,ECU,10202243247,10359671885,10831957305,11251766964,12130742580,12703067759,12659937587,13244962664,13497867067,14128114603,15098988654,16049108549,16854395152,19205698245,21358370782,23701844117,25455113995,25863628384,27339620381,28360495038,29412295888,31063168090,31254158536,31148873036,31966616074,33224502867,34375659634,34286592743,36306233274,36671393361,38020869119,39652474795,40490851303,41289824101,43048048229,44017726512,44780002397,46718020342,48244078213,45957605226,46459371078,48325007475,50304775101,51674512422,55917517446,58876285669,61468918472,62815127109,66808366776,67186830557,69555367000,75028081292,79261137178,83181798259,86503004996,86639458058,85368024969
"Egypt, Arab Rep.",EGY,17038278409,17788028365,19007686513,20728937459,22416744291,23569156837,23818207483,23967296975,24619546311,26296754953,27768982734,28724497088,29307287698,29513973077,30247543951,32951416416,37771312184,42619992154,45083309017,47805821099,52591819148,54567220521,59973288441,64411992916,68335660988,72847205717,74775169523,76659063544,80722556274,84736384580,89567840761,90534132005,94546599459,97289194506,1.01E+11,1.06E+11,1.11E+11,1.17E+11,1.22E+11,1.29E+11,1.36E+11,1.41E+11,1.45E+11,1.49E+11,1.55E+11,1.62E+11,1.73E+11,1.86E+11,1.99E+11,2.08E+11,2.19E+11,2.23E+11,2.28E+11,2.33E+11,2.39E+11,2.50E+11,2.61E+11
Eritrea,ERI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1179433457,1338123428,1622092105,1668457645,1822937442,1967107820,2001976435,2002246306,1939336012,2109133320,2172521829,2114830168,2145531909,2200767545,2179437333,2210534026,1994276818,2071584990,2117039512,2300794306,,,,,
Spain,ESP,2.24E+11,2.51E+11,2.76E+11,3.02E+11,3.18E+11,3.38E+11,3.63E+11,3.78E+11,4.03E+11,4.39E+11,4.58E+11,4.79E+11,5.18E+11,5.59E+11,5.90E+11,5.93E+11,6.13E+11,6.30E+11,6.39E+11,6.40E+11,6.54E+11,6.53E+11,6.61E+11,6.73E+11,6.85E+11,7.01E+11,7.24E+11,7.64E+11,8.03E+11,8.41E+11,8.73E+11,8.95E+11,9.04E+11,8.94E+11,9.16E+11,9.41E+11,9.66E+11,1.00E+12,1.04E+12,1.09E+12,1.15E+12,1.20E+12,1.23E+12,1.27E+12,1.31E+12,1.36E+12,1.41E+12,1.47E+12,1.48E+12,1.43E+12,1.43E+12,1.42E+12,1.38E+12,1.35E+12,1.37E+12,1.41E+12,1.46E+12
Estonia,EST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10507168850,11066554220,12372254758,12881652376,12771327687,14121011169,15014689086,15927040858,17108216227,18185135023,19889757107,21932809903,23632206206,22351469215,19060348608,19490936349,20971721297,21875027648,22184606169,22810856962,23140294964,23503665515
Ethiopia,ETH,,,,,,,,,,,,,,,,,,,,,,8227603582,8302969571,8986719590,8730775889,7757787406,8507314753,9686371612,9735159433,9700011206,9964477335,9253264787,8450777237,9561448857,9866455688,10471023887,11772171511,12141100403,11721244257,12326311978,13074915713,14160304517,14374794288,14064103274,15972968199,17860775923,19795942248,22063798450,24444156129,26595865977,29933790334,33279878092,36157859262,39984181570,44085556182,48667131306,52347226230
Finland,FIN,54020839835,58128946694,59862320225,61828857089,65067877139,68518334139,70144152941,71665459589,73316122942,80349549608,84635320495,86630107555,93331366979,99849469096,1.03E+11,1.05E+11,1.05E+11,1.06E+11,1.09E+11,1.16E+11,1.23E+11,1.24E+11,1.28E+11,1.32E+11,1.36E+11,1.41E+11,1.45E+11,1.50E+11,1.58E+11,1.66E+11,1.67E+11,1.57E+11,1.52E+11,1.51E+11,1.57E+11,1.63E+11,1.69E+11,1.80E+11,1.90E+11,1.98E+11,2.09E+11,2.15E+11,2.18E+11,2.23E+11,2.31E+11,2.38E+11,2.48E+11,2.60E+11,2.62E+11,2.41E+11,2.48E+11,2.54E+11,2.51E+11,2.49E+11,2.47E+11,2.48E+11,2.51E+11
Fiji,FJI,697947698.5,722498581.2,748552618,796151372,834981909.5,812435168.9,812435168.9,920910117.9,993811403.2,1019614827,1149133553,1228297210,1320238655,1473556234,1511885640,1519901827,1561488822,1653679307,1684493992,1890420346,1860108270,1977852948,1859607282,1785964546,1935860988,1846550527,1989656494,1858040319,1875798630,2015332395,2132221729,2074651682,2201205464,2248091836,2362744523,2421813102,2538060153,2482222811,2514491756,2735766981,2689258982,2743044147,2830821574,2859129747,3010663631,3031738288,3087900728,3061633391,3093253763,3050380107,3140508836,3225464090,3286214955,3486033051,3675898772,3880405939,3956652115
France,FRA,6.08E+11,6.42E+11,6.84E+11,7.21E+11,7.68E+11,8.05E+11,8.47E+11,8.86E+11,9.24E+11,9.89E+11,1.05E+12,1.10E+12,1.15E+12,1.22E+12,1.28E+12,1.26E+12,1.32E+12,1.36E+12,1.42E+12,1.47E+12,1.49E+12,1.51E+12,1.55E+12,1.57E+12,1.59E+12,1.62E+12,1.65E+12,1.70E+12,1.78E+12,1.85E+12,1.91E+12,1.93E+12,1.96E+12,1.95E+12,1.99E+12,2.03E+12,2.06E+12,2.11E+12,2.18E+12,2.26E+12,2.35E+12,2.39E+12,2.42E+12,2.44E+12,2.51E+12,2.55E+12,2.61E+12,2.67E+12,2.67E+12,2.60E+12,2.65E+12,2.70E+12,2.71E+12,2.72E+12,2.75E+12,2.78E+12,2.81E+12
Faroe Islands,FRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2301178416,,,,,,
"Micronesia, Fed. Sts.",FSM,,,,,,,,,,,,,,,,,,,,,,,,,,,203119276.7,205556220.6,210795650,218228329,226392091.2,243207004.3,252954780.1,273546956.3,272084789.9,291359310.6,282293513.6,265170327.1,273008026.1,276785776.6,289416091.5,294472750.1,296239290.8,301648209.7,291901165,298207854.1,297720587.1,291588505.1,284124877,286858031.4,294117200,300148270.7,301841581.2,291091490.4,281185922.6,291794183.2,297307159.6
Gabon,GAB,2185116066,2507788728,2694599217,2858765931,2988967100,3238047761,3384019102,3523276660,3611668656,3903596599,4242403105,4677619824,5207920212,5738213230,8004066950,9540056595,12938733999,11310770691,8590620140,8631374495,8851728062,9302752754,9014598090,9520158447,10235017844,9996240064,9915910505,8215724304,9271063112,10063304195,10585814826,11232873126,10885760986,11315373531,11735485610,12319190798,12765767504,13498314144,13967763047,12720075460,12480560713,12747049817,12715305435,13001060310,13090708219,13601338190,13106978860,13848696553,13390522032,13407974049,14358584300,15376859682,16184310412,17096848844,17834556864,18526405266,18945471300
United Kingdom,GBR,7.27E+11,7.45E+11,7.55E+11,7.85E+11,8.25E+11,8.48E+11,8.65E+11,8.85E+11,9.20E+11,9.39E+11,9.95E+11,1.03E+12,1.07E+12,1.14E+12,1.12E+12,1.10E+12,1.13E+12,1.16E+12,1.21E+12,1.25E+12,1.23E+12,1.22E+12,1.24E+12,1.29E+12,1.32E+12,1.38E+12,1.42E+12,1.50E+12,1.59E+12,1.63E+12,1.64E+12,1.62E+12,1.63E+12,1.67E+12,1.73E+12,1.78E+12,1.82E+12,1.88E+12,1.94E+12,2.00E+12,2.08E+12,2.13E+12,2.18E+12,2.26E+12,2.32E+12,2.39E+12,2.45E+12,2.51E+12,2.49E+12,2.38E+12,2.43E+12,2.47E+12,2.50E+12,2.55E+12,2.62E+12,2.68E+12,2.73E+12
Georgia,GEO,,,,,,7001399097,7528998718,7999561104,8356048330,8755312831,9810513311,10052924828,10338113619,11008308874,11977953019,12862039179,13646310280,14587434914,15671154080,16826172370,17596182821,18523048318,18893794269,19706583919,20776045048,21802725604,20020292634,20276961364,21403459729,19863437589,16925987567,13354604095,7358386868,5202379408,4661332299,4782526716,5318169837,5877590284,6060083786,6233963132,6348564681,6653641918,7017851503,7793892689,8250406686,9042416093,9890890979,11111822549,11368955393,10953977000,11638536834,12479016474,13271494257,13721005574,14355373169,14768853640,15174112856
Ghana,GHA,7006635823,7246940591,7544728874,7877147681,8051179672,8161400230,7813864110,8054168878,8083877512,8569409339,9402653507,9893107625,9647001199,9925277071,10605408353,9286983330,8959135842,9162876199,9939515685,9689542688,9735247868,9394215617,8743792969,8344749210,9066367194,9527991912,10023367521,10503977858,11095159459,11659445145,12047566840,12683898393,13175959989,13814994123,14270888872,14857767623,15541590590,16193771305,16954941838,17700958746,18355894240,19090130010,19949185803,20986543461,22161789893,23469336373,24971353346,26056812916,28440958948,29819138460,32174772956,36694042412,40103840659,43036444041,44751818870,46504253396,48167546935
Gibraltar,GIB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,,,,,,,,,,,,,,,,,,,,,,,,,,,2093182838,2162256592,2298654261,2390680333,2494054850,2559235054,2642946284,2776260314,2886480600,3019480193,3154196569,3317634528,3438533152,3569610175,3658959679,3792817102,3988701293,4038504267,4133010005,4256887580,4363170508,4439861186,4659054145,4645999835,4735956493,4921073735,5115166394,5232815182,5253746370,5258999828,5532467777
"Gambia, The",GMB,,,,,,,172511783.2,172511783.2,189031759.1,193635670.8,205551712.9,205416301.5,205912802.6,224960414.8,238185373.3,267704708.6,287384286,297269087.1,316045929.4,311848260.6,331401394.8,342410197.9,339792189,376772546.8,390092425.8,386923842.9,402753171,412638073.4,431111165.7,456528281,472775571.8,487464894.4,503934816.9,519113842.9,519915075.6,524499937.2,536162432.5,562434386.8,582119582,619375231.2,653440870,691340442,668871875.5,714823372.1,765218419.3,758012541.8,766533358.5,794366380.5,839920448.1,894092762.5,952429030.4,911201531.5,964618263.9,1010735774,1019604583,1067687903,1085044548
Guinea-Bissau,GNB,,,,,,,,,,,346876237.2,333310020.5,354558070.6,358493285.1,374837858.1,404246078.3,424229802.5,393812228.8,445504192.8,454388189.6,381901225.2,451283237.9,470237504.5,454257482.5,495636809.5,516287482,512188946.1,527042425.5,551286377,584914846.2,620594651.7,652244979.1,659419673.7,673267486.8,694812046.5,725383776.6,809528294.7,862147633.8,619884323.5,626241469.1,660227514.5,674679279.6,668032491,671830323.7,690382259.6,719829998.4,736456272.7,760060047.1,784438039.8,810416099.1,846332456.4,925330348.6,908693015.2,916146773.3,939426750.9,984488983.7,1039361919
Equatorial Guinea,GNQ,,,,,,,,,,,,,,,,,,,,,164823625.3,174332993.5,178171240.9,187087619.7,188979789.7,213367969.4,208395308.7,217641261.3,223420207.4,220673975.2,216793281.9,214577136.7,289132649.5,321033270.7,374545778.6,440039841.2,733018355.3,1832347706,2267978887,2850033339,3369132140,5504483893,6575812458,7493483547,10340911892,12072880265,13003085742,14990232118,17658359892,17895574580,16298542028,17361846463,18805114509,18027862927,17902653392,16268364191,14692770799
Greece,GRC,56488152207,62786319862,63749159947,70210810027,76009057613,83148330610,88219419689,93055111747,99256406058,1.09E+11,1.18E+11,1.27E+11,1.40E+11,1.51E+11,1.41E+11,1.50E+11,1.61E+11,1.66E+11,1.78E+11,1.83E+11,1.85E+11,1.82E+11,1.80E+11,1.78E+11,1.81E+11,1.86E+11,1.87E+11,1.83E+11,1.90E+11,1.98E+11,1.98E+11,2.04E+11,2.05E+11,2.02E+11,2.06E+11,2.10E+11,2.16E+11,2.26E+11,2.35E+11,2.42E+11,2.52E+11,2.62E+11,2.72E+11,2.88E+11,3.03E+11,3.04E+11,3.22E+11,3.32E+11,3.31E+11,3.17E+11,2.99E+11,2.72E+11,2.52E+11,2.44E+11,2.45E+11,2.44E+11,2.44E+11
Grenada,GRD,,,,,,,,,,,,,,,,,,265671207.8,279861775.4,295539865.8,293959365.8,298469253.6,310778906.5,322068183,333561074.2,353507053,378939318.3,413413038.8,425678142.5,441716548.9,459440919.7,465806701.1,461841981.6,452795342.2,460463682.8,470269147.5,491140783,515773953.5,576341238,616157278.6,646274759.7,633194804.6,654959758.6,716944976.1,712303113.6,806847560.8,774430775.5,822062785,829864579.7,774978091.9,771015888.9,776912813.8,767937177.5,786001370.8,843825685.9,896385144.7,913011091.2
Greenland,GRL,,,,,,,,,,,726460342.6,821342248.1,872078805.7,931432567.6,984582475.7,990945242.8,1049997736,1142631847,1211380774,1270261117,1380469051,1389653029,1328235079,1374155043,1302979096,1350621067,1446479003,1526264935,1611790880,1719128819,1517654950,1515932944,1438443013,1366119053,1447052997,1501008952,1523968934,1546354922,1666320853,1689280835,1809246742,1832206724,1814412737,1807524760,1929233122,1982166035,2123041909,2135737274,2212620686,2245621522,2306502374,2340907879,2376469124,2306075639,2287263740,2325118686,
Guatemala,GTM,6155115790,6419694571,6646727151,7280894308,7618217591,7950506668,8388746863,8733706866,9499306672,9949280186,10517173518,11104426673,11918720013,12727147046,13538506476,13802506110,14822133899,15979627045,16778079443,17568906850,18229493911,18347412962,17699732954,17244479637,17330132579,17224533331,17249172956,17860480766,18555679808,19287254096,19885653340,20613120004,21610452588,22459123585,23365066569,24521297988,25246584011,26348367642,27664080711,28728335092,29765102998,30459396100,31637147197,32437816938,33460283473,34551125870,36409899313,38705199942,39975176494,40185315839,41338595381,43059085364,44337951141,45977203823,47896476508,49879411881,51409073372
Guam,GUM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4357462610,4397577341,4680386191,4845859455,4660328826,4698437820,4779670150,4794713174,4895000000,4901017210,5000301168,5093567916,5157751485,5180817455,
Guyana,GUY,954522047.1,999284590.5,1010325944,886271484,986954427.3,1090989479,1148083946,1197607946,1209881362,1294505143,1349592251,1391603045,1345434235,1362181115,1467107746,1591562812,1616023752,1573382062,1544963812,1516602969,1542899192,1565983524,1359428191,1267090572,1203371908,1232248833,1221151172,1232134164,1186624881,1127953245,1093685068,1159137853,1249915116,1352581119,1467865792,1541058184,1662546993,1766072935,1735898394,1787452510,1762844160,1802508141,1821452515,1803142268,1862536418,1826088235,1919759428,2054532558,2095143415,2164673351,2259288396,2382128754,2496863007,2627239852,2728149909,2814753786,2906630282
"Hong Kong SAR, China",HKG,,10710143796,12240715538,14170355971,15392917237,17646773422,17963492855,18251549897,18871649727,21012399703,22946890695,24620443678,27233130965,30577260451,31315758010,31469873488,36556786659,40843357649,44217362167,49327425732,54313579571,59343498677,61093999160,64745587923,71203224879,71742298332,79674174407,90349261892,98039381712,1.00E+11,1.04E+11,1.10E+11,1.17E+11,1.24E+11,1.32E+11,1.35E+11,1.41E+11,1.48E+11,1.39E+11,1.42E+11,1.53E+11,1.54E+11,1.57E+11,1.62E+11,1.76E+11,1.89E+11,2.02E+11,2.15E+11,2.20E+11,2.14E+11,2.29E+11,2.40E+11,2.44E+11,2.51E+11,2.58E+11,2.64E+11,2.70E+11
Honduras,HND,2234326592,2275788082,2406983761,2493164291,2628210164,2865725629,3019725205,3200230573,3411387650,3433747210,3558279639,3700433039,3913663273,4221662800,4169835906,4258681839,4705872947,5194525575,5714274287,5980812087,6020792667,6173311521,6087427397,6031158121,6293253629,6556829798,6604214489,7002540422,7325347220,7642230955,7649634779,7898403489,8342633065,8862381778,8746882151,9102265884,9429515073,9900398522,10187667041,9995167518,10569704557,10857538040,11265166702,11777398118,12511401250,13268415997,14139785191,15014801359,15650167710,15269613869,15839344592,16446892853,17125933704,17604014377,18142359319,18802867990,19481561981
Croatia,HRV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39570408912,41894655329,44678753801,45510618989,45084867152,46783437796,48390170226,50928948181,53759531775,55954431684,58284285195,61073258694,64218534558,65537175791,60698052947,59665427465,59497610895,58196142797,57576981757,57293842615,58234287850,59940137741
Haiti,HTI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6030382484,6193487030,6328619071,6500140281,6556695383,6488218935,6471903366,6495448172,6266620799,6379733985,6523228359,6741318083,6798211055,7007816740,6622541529,6988353355,7189974062,7494401367,7705005174,7798329610,7910618370
Hungary,HUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91427130058,88625637909,88115058061,90711945009,92063122539,92068263068,95111912948,99124622813,1.02E+11,1.07E+11,1.11E+11,1.16E+11,1.20E+11,1.26E+11,1.32E+11,1.37E+11,1.37E+11,1.38E+11,1.29E+11,1.30E+11,1.33E+11,1.30E+11,1.33E+11,1.39E+11,1.43E+11,1.46E+11
Indonesia,IDN,60580597267,64058314794,65238254669,63778855350,66030056427,66744230562,68607293522,69554350527,77146332091,82409484955,88635220348,94860955741,1.02E+11,1.10E+11,1.18E+11,1.24E+11,1.33E+11,1.44E+11,1.54E+11,1.65E+11,1.82E+11,1.96E+11,2.00E+11,2.09E+11,2.23E+11,2.29E+11,2.42E+11,2.54E+11,2.69E+11,2.89E+11,3.10E+11,3.31E+11,3.53E+11,3.76E+11,4.04E+11,4.37E+11,4.71E+11,4.94E+11,4.29E+11,4.32E+11,4.53E+11,4.70E+11,4.91E+11,5.15E+11,5.40E+11,5.71E+11,6.03E+11,6.41E+11,6.79E+11,7.11E+11,7.55E+11,8.02E+11,8.50E+11,8.97E+11,9.42E+11,9.88E+11,1.04E+12
Isle of Man,IMN,,,,,,,,,,,,,,,,,,,,,,,,,974184560.6,978265644.4,1165168562,1280477683,1431949953,1529969980,1594029468,1619613448,1632364602,1674288230,1741321116,1815865340,1955977446,2123830201,2410743918,2740852295,2887168975,3042387982,3220944968,3424759244,3602846612,3815414672,4109201659,4415627500,4850507790,4953685422,5420118974,5681084811,6036126518,6307360485,6624692723,,
India,IND,1.37E+11,1.42E+11,1.46E+11,1.55E+11,1.66E+11,1.62E+11,1.62E+11,1.74E+11,1.80E+11,1.92E+11,2.02E+11,2.05E+11,2.04E+11,2.11E+11,2.14E+11,2.33E+11,2.37E+11,2.54E+11,2.69E+11,2.55E+11,2.72E+11,2.88E+11,2.98E+11,3.20E+11,3.32E+11,3.49E+11,3.66E+11,3.81E+11,4.17E+11,4.42E+11,4.67E+11,4.71E+11,4.97E+11,5.21E+11,5.56E+11,5.98E+11,6.43E+11,6.69E+11,7.10E+11,7.73E+11,8.03E+11,8.41E+11,8.73E+11,9.42E+11,1.02E+12,1.11E+12,1.21E+12,1.33E+12,1.39E+12,1.50E+12,1.66E+12,1.77E+12,1.86E+12,1.98E+12,2.13E+12,2.30E+12,2.46E+12
Ireland,IRL,,,,,,,,,,,36444233853,37708807833,40156037227,42051975735,43843486289,46323556906,46969681615,50826503242,54479266025,56153433631,57882582732,59807303500,61172984441,61023538107,63680730364,65645672446,65364491968,68412497778,71981861155,76166828675,82615514527,84209696168,87025057285,89368301877,94512186741,1.04E+11,1.13E+11,1.25E+11,1.35E+11,1.50E+11,1.65E+11,1.75E+11,1.85E+11,1.92E+11,2.05E+11,2.16E+11,2.29E+11,2.38E+11,2.27E+11,2.17E+11,2.21E+11,2.21E+11,2.19E+11,2.21E+11,2.40E+11,3.03E+11,3.19E+11
"Iran, Islamic Rep.",IRN,55008199861,60724056997,65526885363,70141337926,76085976412,89047763861,99290400338,1.10E+11,1.26E+11,1.46E+11,1.62E+11,1.84E+11,2.11E+11,2.27E+11,2.40E+11,2.39E+11,2.82E+11,2.75E+11,2.39E+11,2.11E+11,1.65E+11,1.56E+11,1.92E+11,2.13E+11,1.98E+11,2.02E+11,1.82E+11,1.82E+11,1.70E+11,1.81E+11,2.06E+11,2.32E+11,2.39E+11,2.36E+11,2.32E+11,2.37E+11,2.52E+11,2.56E+11,2.61E+11,2.66E+11,2.82E+11,2.89E+11,3.12E+11,3.39E+11,3.54E+11,3.69E+11,3.90E+11,4.25E+11,4.29E+11,4.39E+11,4.68E+11,4.85E+11,4.53E+11,4.45E+11,4.64E+11,4.57E+11,
Iraq,IRQ,,,,,,,,,13470458663,13907465460,14539470349,15320901821,15893184046,16595465001,19269553239,21676448519,25399401038,25881979344,30296659415,36619346656,45683999700,45351087827,46908434220,40775948071,40170326687,40754361566,42648457433,46617016406,46608141954,45154650634,71262089027,25620782637,33971162224,44260969337,45967022763,46941533527,52114859315,63182979850,85206731245,1.00E+11,1.02E+11,1.04E+11,96767263938,64736488642,99796330255,1.04E+11,1.15E+11,1.16E+11,1.26E+11,1.30E+11,1.39E+11,1.49E+11,1.70E+11,1.81E+11,1.82E+11,1.91E+11,2.12E+11
Iceland,ISL,2054312790,2052573568,2223218639,2451840723,2694978588,2893645114,3146432026,3106558493,2936477325,3006206564,3287879821,3717304467,3946934796,4215563562,4456115934,4484909353,4752181585,5171432219,5482582536,5749067977,6079519847,6338811800,6475385699,6336089681,6597714315,6814966583,7242301922,7861224681,7854171117,7874469424,7966551133,7948743860,7680561656,7781441952,8062263137,8071662423,8457896509,8873449002,9456181959,9834790838,10295109616,10689797712,10723438710,10985105647,11874874483,12671012623,13304647025,14548640743,14769687773,13744089340,13254818331,13518208903,13682797877,14286419350,14561453492,15157963467,16249289009
Israel,ISR,16491946107,18339684885,20202284769,22363063162,24138062417,26333169509,26312196516,27100252108,31501863351,35775312733,38389532773,42698482876,48531453882,50153638643,53584277089,55362387382,56090875525,56086406720,58790620805,62485492960,66779054063,70216745126,71486851233,73996626554,74665374609,77239704236,80940593039,86758349719,88514461185,89283774081,95386739522,1.03E+11,1.09E+11,1.15E+11,1.22E+11,1.31E+11,1.39E+11,1.44E+11,1.50E+11,1.56E+11,1.70E+11,1.70E+11,1.70E+11,1.72E+11,1.81E+11,1.89E+11,2.00E+11,2.12E+11,2.19E+11,2.22E+11,2.34E+11,2.46E+11,2.51E+11,2.62E+11,2.71E+11,2.78E+11,2.89E+11
Italy,ITA,5.46E+11,5.90E+11,6.27E+11,6.62E+11,6.81E+11,7.03E+11,7.45E+11,7.98E+11,8.51E+11,9.03E+11,9.50E+11,9.67E+11,1.00E+12,1.07E+12,1.13E+12,1.11E+12,1.19E+12,1.22E+12,1.26E+12,1.33E+12,1.38E+12,1.39E+12,1.40E+12,1.41E+12,1.46E+12,1.50E+12,1.54E+12,1.59E+12,1.66E+12,1.72E+12,1.75E+12,1.78E+12,1.79E+12,1.78E+12,1.81E+12,1.87E+12,1.89E+12,1.92E+12,1.96E+12,1.99E+12,2.06E+12,2.10E+12,2.10E+12,2.11E+12,2.14E+12,2.16E+12,2.20E+12,2.23E+12,2.21E+12,2.09E+12,2.13E+12,2.14E+12,2.08E+12,2.04E+12,2.04E+12,2.06E+12,2.08E+12
Jamaica,JAM,,,,,,,6744754034,6866742253,7261177007,7665963945,8590817192,8801985789,10387096266,9817311156,9402111414,9378033334,8750244798,8522952928,8518376076,8428077770,7946483984,8156227297,8324998531,8483929280,8353077753,8107193585,8259818653,8908243726,9262284236,9926696073,10343670428,10844121899,11056183311,12097355434,12264709015,12552924408,12538647816,12395649569,12106266493,12233100684,12340593374,12506565662,12756358166,13224046769,13399096795,13518857646,13910786275,14109982341,13995303046,13388911184,13192229343,13420329296,13336860996,13404030752,13497137976,13631636809,13819078029
Jordan,JOR,,,,,,,,,,,,,,,,3430655903,4264633675,4542259036,5496320493,5997588667,7137835212,7473849880,8025795532,8185540587,8892824005,9200194732,9845510930,10130598302,9942968818,8605429250,8689225176,8847707641,10499117722,10985322938,11533099475,12246576492,12502205101,12915764669,13302454698,13755998496,14339974667,15095492948,15968688822,16633153996,18058165848,19529289369,21109859431,22835742225,24487316382,25828384110,26425379437,27109037782,27827531286,28614830798,29500840468,30206410880,30811545163
Japan,JPN,7.96E+11,8.92E+11,9.72E+11,1.05E+12,1.18E+12,1.25E+12,1.38E+12,1.53E+12,1.73E+12,1.94E+12,1.92E+12,2.01E+12,2.18E+12,2.36E+12,2.33E+12,2.40E+12,2.50E+12,2.61E+12,2.74E+12,2.90E+12,2.98E+12,3.10E+12,3.21E+12,3.30E+12,3.45E+12,3.67E+12,3.77E+12,3.93E+12,4.21E+12,4.44E+12,4.68E+12,4.84E+12,4.88E+12,4.89E+12,4.93E+12,5.06E+12,5.22E+12,5.28E+12,5.22E+12,5.20E+12,5.35E+12,5.37E+12,5.38E+12,5.46E+12,5.58E+12,5.67E+12,5.75E+12,5.85E+12,5.78E+12,5.47E+12,5.70E+12,5.69E+12,5.78E+12,5.89E+12,5.91E+12,5.99E+12,6.05E+12
Kazakhstan,KAZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96294232758,85701867153,81159668195,73692978719,64407663403,59126235002,59421866178,60432037903,59283829183,60884492570,66851172843,75876081176,83311937132,91059947286,99801702225,1.09E+11,1.21E+11,1.32E+11,1.36E+11,1.38E+11,1.48E+11,1.59E+11,1.67E+11,1.77E+11,1.84E+11,1.86E+11,1.88E+11
