,Country,IndicatorName,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,iso
815,C̫te d'Ivoire,Gross Domestic Product (GDP),6878304986,7528827483,7847640454,8313708914,8673511671,9389310084,10601919297,11377695411,12618778566,12920887882,11505217427,11907897658,11931818941,11466511902,11156804247,11658929124,12038846064,11998231992,12131081761,13573450681,13406439543,13414030959,13330525390,13277385482,13562063558,14518581895,15497874478,16378410338,17218434610,17553033834,17084670075,17105408272,16820145455,16591474723,16795836885,17084937019,17343922556,17650040357,18098856303,18687333908,19064375340,18227973682,20179549744,22039814343,23920600246,26186836311,CIV
832,Croatia,Gross Domestic Product (GDP),,,,,,,,,,,,,,,,,,,,,42544514413,33572458691,29640047099,27261211700,28861618908,30833964252,32645057376,34814480122,35462684988,35130929270,36454479816,37706486323,39684747026,41890381147,43600691850,45416093490,47589371224,50040222255,51067732411,47297001577,46492357904,46361600119,45347469037,44865000303,44644373114,45377189293,HRV
849,Cuba,Gross Domestic Product (GDP),16892965537,18343033802,19228394456,19888791489,20084594956,21987896801,23181391138,25200375062,26862591405,27154905686,25838044010,30925124539,33683099744,35505850807,38321364140,38933231605,38970336362,38034201571,39443574093,39711823244,38540894412,34419833197,30433808969,25905811968,26091538515,26732660068,28828166472,29628196100,29676088077,31513271022,33377437008,34440522079,34931473244,36256562469,38348624178,42643600000,47789651289,51259483397,53370468278,54144799772,55439051237,56992620233,58710890906,60324032849,60955973320,63661285949,CUB
866,Cura̤ao,Gross Domestic Product (GDP),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2344637262,2382994000,2441853008,2495281885,2482024203,2484067064,2499284681,2495812720,2475993297,2447795746,2454617645,CUW
883,Cyprus,Gross Domestic Product (GDP),3835978612,4333340965,4632520618,4750667997,3947129730,3196872675,3771445737,4366331417,4700100409,5164068080,5469783212,5636667707,5991297261,6309960328,6866721534,7188981250,7462791718,7989537036,8649789230,9349365270,10041659114,10112539130,11059224262,11136900991,11782588798,12951886704,13124525879,13461249049,14165954704,14850040179,15700074239,16265374309,16818280334,17234632500,18022367289,18693510310,19536634415,20478472153,21269716760,20892630683,21168041719,21236044443,20565449832,19341181422,19045040524,19364872694,CYP
900,Czech Republic,Gross Domestic Product (GDP),,,,,,,,,,,,,,,,,,,,,1.06767E+11,94365789262,93887786575,93945907105,96679084269,1.02694E+11,1.07092E+11,1.0637E+11,1.06034E+11,1.07559E+11,1.12177E+11,1.156E+11,1.17504E+11,1.21737E+11,1.2776E+11,1.3599E+11,1.45342E+11,1.53378E+11,1.57536E+11,1.49908E+11,1.53349E+11,1.56423E+11,1.55172E+11,1.54421E+11,1.58614E+11,1.65808E+11,CZE
916,Czechoslovakia (Former),Gross Domestic Product (GDP),78239700265,82185966541,86544224137,90648453094,96092003935,1.02247E+11,1.0609E+11,1.10717E+11,1.15239E+11,1.18695E+11,1.22225E+11,1.22108E+11,1.22268E+11,1.25097E+11,1.29116E+11,1.32828E+11,1.36278E+11,1.39013E+11,1.42569E+11,1.43119E+11,1.41958E+11,,,,,,,,,,,,,,,,,,,,,,,,,,Czechoslovakia (Former)
928,D.P.R. of Korea,Gross Domestic Product (GDP),6244816226,6894277113,7611281933,8402855254,9276752200,10241534429,10661437341,11098556272,11553597079,12027294559,12520413636,12983668940,13464064691,13962235085,14478837783,15014554781,15224758548,15437905167,15654035840,15873192342,15190645071,14519647465,13491076483,12886823016,12614815713,12062994776,11658583408,10902713625,10804136999,11460822997,11508051306,11940305257,12083724924,12303429802,12558870334,13031196790,12897535038,12744487562,13139357857,13019964345,12958467796,13061771590,13232643524,13374501925,13514018426,13359626525,D.P.R. of Korea
943,D.R. of the Congo,Gross Domestic Product (GDP),15510676709,16442095648,16466945494,17806906279,18364366773,17449521784,16523126309,16648833197,15758904526,15826681725,16174063608,16554238867,16478473822,16711101045,17637075523,17719590749,18555460994,19051938786,19141555550,18899213764,17657854685,16170877649,14472934111,12523567301,12035148577,12119394476,11995392147,11321605380,11137725069,10662128523,9925343985,9716864706,10003207198,10561121382,11272862889,11964558312,12601179754,13389940428,14223435522,14629632498,15669496758,16746710037,17933649254,19454619542,21297044622,22783746656,D.R. of the Congo
960,Denmark,Gross Domestic Product (GDP),1.24948E+11,1.28702E+11,1.3376E+11,1.39234E+11,1.37671E+11,1.35666E+11,1.43704E+11,1.46392E+11,1.49651E+11,1.55441E+11,1.5469E+11,1.5366E+11,1.59321E+11,1.63457E+11,1.70267E+11,1.77084E+11,1.85769E+11,1.86241E+11,1.86216E+11,1.87417E+11,1.90182E+11,1.92833E+11,1.96606E+11,1.96627E+11,2.07112E+11,2.13383E+11,2.19571E+11,2.26731E+11,2.3176E+11,2.38593E+11,2.47533E+11,2.4957E+11,2.50734E+11,2.51712E+11,2.58428E+11,2.64467E+11,2.74815E+11,2.77314E+11,2.75894E+11,2.62357E+11,2.67266E+11,2.70839E+11,2.71452E+11,2.73986E+11,2.78578E+11,2.83052E+11,DNK
976,Djibouti,Gross Domestic Product (GDP),405155057.7,430364589.6,444837212.1,467042499.3,450610586.8,501447632.5,544891623.8,480261176.2,443191408.5,466520022,488542442.1,502707583,511201359.1,517536322.3,520438359.6,519394309.8,513218598.5,515757911.7,521942437.7,508371944.9,543493906.6,526391925,557253398.5,584219539.6,570063821.5,601996176.7,571348879.6,597652412.6,596545388.6,609544149.5,617452576.5,629801628,646176470.4,666854117.4,686859740.9,708633194.7,798629610.5,838561091,883843389.9,928035559.4,960516804,1003740060,1051919583,1104515562,1170786496,1246887618,DJI
992,Dominica,Gross Domestic Product (GDP),108004270,115971797.9,124824607.2,135447977.7,144300787.1,148727191.6,159057254.8,163215388.9,182487564.1,148728029.3,170060333.7,190611783.1,198453564.6,203836482.5,215050895,217825423.7,233226549.9,251036698.5,272850807.2,271671217,286075507,291209215.7,299171606.3,298395066.2,302666036.4,308642849,319482584.4,327451667.7,337801291.8,339965420,342129547.9,343289087.9,336294698.3,362070255.9,371615633,370414814.8,387338843.1,410417063.2,442501418.2,437510518.5,442651520.5,443439557,438373606.5,455385786.9,474452621.6,466092078.4,DMA
1009,Dominican Republic,Gross Domestic Product (GDP),6566642268,7280551879,8037340271,9073945866,9618550597,10118066299,10798822213,11336354155,11579481267,12103751730,13068745340,13627937697,13859571527,14500985053,14682667313,14371022561,14877169003,16382346850,16735544237,17471998361,16598066906,16725377103,18483732885,19818757456,20275220703,21389094014,22914414366,24748546976,26483581599,28262033418,29860704981,30400967211,32160623883,32079128559,32500007051,35510401478,39299771406,42630293122,43970466531,44381933932,48066589903,49422492883,50722060402,53145429540,57046770880,61013411770,DOM
1026,Ecuador,Gross Domestic Product (GDP),10644608408,11314431696,11882149226,13539790095,15057398772,16709519754,17945554280,18233552093,19274108992,19993813550,20735320708,21899166084,22033812090,21959587058,22536086226,23422881538,24234433442,24171642338,25595465023,25852898565,26804263013,27954525716,28545571237,29108837610,30348364824,31031976543,31569372026,32935651754,34011504503,32399568091,32753307083,34068558675,35464271435,36429920044,39421188399,41507085000,43334860460,44283921626,47099108359,47365920848,49035711025,52893909869,55878164199,58642183887,60983595353,61079793147,ECU
1043,Egypt,Gross Domestic Product (GDP),12932834095,13377841548,13893529945,13991513631,14339272510,15068858563,17134494990,18468585869,19931023801,21982290584,24169742409,25077577458,27562055914,31879382131,35130972794,37502878424,38250488031,41257282549,43444215136,45970885891,48644455023,51242708405,54657223353,56232891690,58452973013,61117070600,64244831188,67772599356,70499815652,74807288120,78834392557,81612584859,84212361141,86834968323,90413271344,94456321807,1.00921E+11,1.08074E+11,1.15808E+11,1.2122E+11,1.2746E+11,1.29709E+11,1.32597E+11,1.35392E+11,1.3841E+11,1.44229E+11,EGY
1060,El Salvador,Gross Domestic Product (GDP),7067487266,7410081718,7817650980,8213406639,8739111918,9226422992,9589691246,10168557734,10824212632,10638148404,9713734065,8910409144,8411284468,8476259278,8671183708,8842480934,8898595542,9137820978,9285491001,9382953215,9701920463,10048901184,10806923714,11603342481,12305387341,13092510176,13315814600,13881249695,14401619734,14898345775,15219055387,15479139364,15841458371,16205858858,16505766527,17093794094,17762535197,18444632224,18679499978,18094268593,18341320079,18747889737,19100559163,19453273049,19730562581,20215062452,SLV
1077,Equatorial Guinea,Gross Domestic Product (GDP),239252680.4,249505304.2,255008785.2,273686622.3,281994966.2,300545309.4,301416516.8,323472938.7,307281230.2,291939480.1,306070039.4,323728506.7,330855959.6,347413272.7,350926946.8,396214696.8,386980690,404150007.2,414881249.2,409781620.1,420175833.5,421530329.1,477583873.5,522869177.6,571913320.7,638847217.8,859899449.7,1679058196,1975962851,2434412626,2753081147,4620158307,5551947189,6306583666,7823394928,8519677076,8971219961,10342212016,12183033619,12346695167,11244856075,11978461787,12974212421,12437964683,12375892499,11455510480,GNQ
1093,Eritrea,Gross Domestic Product (GDP),,,,,,,,,,,,,,,,,,,,,480246170.1,536645897.9,597290164.6,674233608.5,761088974.5,920294252.2,941687219.2,1027717882,1108907277,1130703380,1132815935,992860833,1079790131,1112242453,1082706684,1098424709,1087778597,1103299258,995363163.5,1033948436,1056635226,1148327821,1228939991,1266432258,1329588602,1393072290,ERI
1110,Estonia,Gross Domestic Product (GDP),,,,,,,,,,,,,,,,,,,,,10589509289,9742365108,7680037332,7239165232,7094975597,7397616121,7791453681,8710737574,9069381065,8991706625,9941956860,10571154552,11213499633,12045111077,12803320277,14003466535,15441886419,16638353512,15736645307,13419517999,13748172230,14792702612,15429827843,15648244088,16089934424,16322363687,EST
1126,Ethiopia,Gross Domestic Product (GDP),,,,,,,,,,,,,,,,,,,,,6771422759,6282668547,5723047444,6487823742,6714017228,7124985228,8089185455,8318954162,7982422088,8394507389,8904294108,9643477875,9789535182,9577975101,10877967907,12163585016,13481491461,15025915874,16647010664,18112346360,20385542405,23067339606,25062151721,27714291165,30563094998,33499449805,ETH
1142,Ethiopia (Former),Gross Domestic Product (GDP),4807645257,5023135412,5262305804,5404108634,5482671302,5481880004,5577310627,5636578899,5564412458,5880298899,6215334769,6406829054,6482951989,6813398326,6476858989,6096086055,6517769132,7115935801,7273040052,7396043599,7381042203,6886819154,6318912801,7162057351,,,,,,,,,,,,,,,,,,,,,,,Ethiopia (Former)
1159,Fiji,Gross Domestic Product (GDP),1013511804,1079480028,1163439586,1295376034,1331358702,1361344258,1385332703,1457298038,1486002394,1667060635,1638356279,1744341591,1704597099,1656020498,1792918193,1722261318,1839286767,1720053291,1750965673,1982808543,2148410593,2091001882,2172698893,2210235358,2322957359,2381031278,2495320780,2440423721,2472149286,2689698390,2643973538,2696852978,2783152289,2810983783,2959965952,2980685713,3035902393,3008822986,3039215138,2997253587,3089952152,3175695942,3220155686,3371503003,3560307171,3688478229,FJI
1176,Finland,Gross Domestic Product (GDP),72719938959,74433889971,80191712750,85792164019,88568856245,90167433498,90477954780,90694658895,93342678187,99990475022,1.05379E+11,1.06743E+11,1.10039E+11,1.13473E+11,1.17121E+11,1.21263E+11,1.24569E+11,1.29002E+11,1.35723E+11,1.42628E+11,1.43592E+11,1.35099E+11,1.30608E+11,1.29648E+11,1.34756E+11,1.40425E+11,1.45563E+11,1.54663E+11,1.63059E+11,1.70306E+11,1.79902E+11,1.84545E+11,1.87646E+11,1.91388E+11,1.98902E+11,2.04431E+11,2.12721E+11,2.2375E+11,2.25363E+11,2.06727E+11,2.12913E+11,2.18387E+11,2.15272E+11,2.1364E+11,2.12127E+11,2.12573E+11,FIN
1193,Former Netherlands Antilles,Gross Domestic Product (GDP),1147316729,1221372819,1278849186,1330798981,1403749755,1440225142,1530860954,2089044911,2229419887,2336635419,2538908022,2568796229,2521175553,2507446855,2461542522,2409850049,2277308241,2304635906,2339205522,2521663623,2559488622,2605559339,2688910139,2811877926,2965096393,3011897254,3053742387,3091068030,2994819879,2940661552,2881407487,2922014987,2933703047,2983575999,3019378911,3052592079,3122801697,3241468161,3306297525,3299684929,3290902691,3296207430,3304376292,,,,Former Netherlands Antilles
1210,France,Gross Domestic Product (GDP),9.04418E+11,9.52765E+11,9.96036E+11,1.05889E+12,1.10433E+12,1.09351E+12,1.14068E+12,1.18005E+12,1.227E+12,1.27067E+12,1.29086E+12,1.30477E+12,1.3375E+12,1.3543E+12,1.37495E+12,1.39727E+12,1.43012E+12,1.46698E+12,1.53642E+12,1.60331E+12,1.65003E+12,1.66717E+12,1.69384E+12,1.68347E+12,1.72295E+12,1.75887E+12,1.78329E+12,1.82497E+12,1.88987E+12,1.95426E+12,2.02999E+12,2.06966E+12,2.09281E+12,2.10996E+12,2.16876E+12,2.20362E+12,2.25596E+12,2.30923E+12,2.31374E+12,2.24569E+12,2.28983E+12,2.33744E+12,2.34171E+12,2.35521E+12,2.3702E+12,2.4004E+12,FRA
1227,French Polynesia,Gross Domestic Product (GDP),1474149105,1651082505,1573562882,1696341087,2001700276,1903562869,2059723863,2102545323,2310540801,2401251122,2412894536,2618104879,2879172664,3034829950,3198883330,3371832334,3655066356,3914576226,3866932689,4034668942,4127045089,4365046365,4383980445,4409650069,4413420710,4435472216,4473325746,4550458594,4708820073,4886813472,5136529640,5208756033,5319298227,5502720717,5623780572,5702783146,5753514199,5851613523,5852002750,5604381399,5466187604,5304271340,5255072223,5487728501,5633616753,5724980587,PYF
1244,Gabon,Gross Domestic Product (GDP),3152368877,3475762695,3869810092,4263849766,5947520633,7088857576,9614285357,8404609278,6383367021,6413650436,6577386321,6912524842,6698409279,7074072432,7605256355,7427829474,7368140535,6104794614,6888978798,7477663365,7865920793,8346725039,8088799830,8281899697,8735574669,9170049370,9502488345,10047776038,10344947986,9246533183,9124860895,9339612091,9171924370,9400605643,9475285476,9578972813,9279765074,9867382083,9526517774,9478885185,10123449378,10842214283,11416851640,12056195332,12659005099,13147222889,GAB
1260,Gambia,Gross Domestic Product (GDP),201498340.4,201365599.3,201852309.6,220524312.8,233488482.1,247723284.2,244421614.2,248231151.7,260648955.9,252283120.9,252893269.7,298520303.5,319503196.7,308289056.3,317010929.6,327762149.5,334784524.5,345065038,362624868.5,375620615.3,389115735.8,400319258.7,414380642.6,426862206.4,427521052.2,431291138.8,449614556.8,451501918.7,468002546.8,500041831.1,530717639,561415573.4,563982260.1,576971579.6,630107068.4,624172511.8,631187396.9,654106313.5,691616916.1,736225784.8,784260527.6,750313559.2,794298882.6,832288371,839570576.4,879169783,Gambia
1277,Georgia,Gross Domestic Product (GDP),,,,,,,,,,,,,,,,,,,,,11947077871,9398367924,5215848167,3688091165,3305225366,3390419442,3773064997,4169953377,4299429289,4422789840,4504095925,4720538080,4978932754,5529508167,5849997328,6410912050,7014867450,7897252210,8088215925,7792987892,8280004259,8877946692,9441739104,9761534970,10212843094,10496242116,GEO
1294,Germany,Gross Domestic Product (GDP),1.36582E+12,1.40861E+12,1.46918E+12,1.53937E+12,1.55307E+12,1.53961E+12,1.61581E+12,1.6699E+12,1.72014E+12,1.79153E+12,1.81677E+12,1.82638E+12,1.81917E+12,1.84778E+12,1.89994E+12,1.94417E+12,1.98864E+12,2.01652E+12,2.09128E+12,2.17277E+12,2.28695E+12,2.40377E+12,2.45001E+12,2.42659E+12,2.48622E+12,2.52942E+12,2.55011E+12,2.59726E+12,2.64868E+12,2.70131E+12,2.78133E+12,2.82848E+12,2.82848E+12,2.8084E+12,2.84126E+12,2.86134E+12,2.96721E+12,3.06396E+12,3.09712E+12,2.9231E+12,3.04236E+12,3.15371E+12,3.16923E+12,3.18474E+12,3.23555E+12,3.29122E+12,DEU
1310,Ghana,Gross Domestic Product (GDP),6610392817,6980522529,6805433287,7182786721,7674988450,6720862586,6483603287,6631047537,7193091279,7012316233,7044629296,6798464822,6327889947,6038980634,6561205524,6894513493,7253900901,7601718104,8029555702,8437928668,8718811976,9179324466,9535428939,9997897243,10324749093,10740155592,11233789666,11705411585,12254834313,12797540181,13335747732,13941064242,14609349027,15372563115,16195456544,17198887259,17982144609,18763416905,20480158710,21472346647,23168604782,26423127300,28878572889,30990325775,32225558467,33476735183,GHA
1327,Greece,Gross Domestic Product (GDP),95872780348,1.0339E+11,1.13895E+11,1.23112E+11,1.15186E+11,1.22519E+11,1.30914E+11,1.34764E+11,1.4453E+11,1.49274E+11,1.50285E+11,1.4795E+11,1.46274E+11,1.44696E+11,1.47606E+11,1.5131E+11,1.52093E+11,1.48657E+11,1.55032E+11,1.60923E+11,1.60923E+11,1.65912E+11,1.67073E+11,1.644E+11,1.67688E+11,1.71209E+11,1.76109E+11,1.84006E+11,1.91173E+11,1.97047E+11,2.04771E+11,2.13231E+11,2.21596E+11,2.34436E+11,2.46301E+11,2.47777E+11,2.61782E+11,2.70352E+11,2.69446E+11,2.57858E+11,2.43731E+11,2.21472E+11,2.05304E+11,1.98649E+11,1.9935E+11,1.98913E+11,GRC
1344,Greenland,Gross Domestic Product (GDP),613107465.3,693184436.1,736004757.1,786097312.3,830954321.4,836323574.8,886163170.4,964342942.2,1022364705,1072057584,1165069358,1172820339,1120985652,1159740558,1099670454,1139878669,1220779535,1288116184,1360297196,1450886788,1280849639,1279396330,1213997426,1152958450,1221263971,1266800986,1286178439,1305071455,1406318647,1425696100,1526943291,1546320744,1531303218,1525489982,1590503761,1649849673,1738535135,1797547643,1834722188,1822052836,1868229290,1909404683,1899769308,1874497285,1843874128,1848556538,GRL
1360,Grenada,Gross Domestic Product (GDP),130223807,139339473.7,149757378,162779759.1,173197663.4,178406615.8,194509359.4,205604542.4,216737451.8,229767460.5,228743452.9,230693002.2,242055688.5,249138481.9,261059086.8,282156483.2,305433239.6,339488420.3,351126798.6,372447369.3,391811821.6,400811353.3,399623257.7,389074542.6,399787345.8,408300722.3,426422055.2,447809257.3,500442507.1,534964845.5,561114783.3,549777690.7,568637193.9,622470558.3,618441968.8,700511111.1,678467952.7,713737719.2,720511453.8,672560543.1,669423234.4,674557012.2,665929413.4,680403814.7,696910336.4,740357909,GRD
1377,Guatemala,Gross Domestic Product (GDP),8283013840,8745517150,9386830433,10023523302,10662526378,10870444949,11673472676,12585080101,13213918268,13836287858,14355160204,14450802747,13937936938,13582165160,13646388897,13565993716,13584937408,14066384411,14613903315,15190068778,15661350873,16234282048,17019752206,17688325923,18401717643,19313325068,19881635830,20736412178,21725180495,22625698930,23442125853,23988720675,24916274612,25546853588,26352111289,27211219671,28675122551,30482818261,31482983635,31648597559,32556750266,33911778158,34918909624,36210066190,37721535597,39286520343,GTM
1394,Guinea,Gross Domestic Product (GDP),1323999870,1395043299,1427341056,1449711584,1525824649,1569721412,1694096221,1637291992,1748566685,1727446435,1772384019,1783190902,1815288424,1838887388,1864631985,1957862290,2018830906,2085451057,2217003752,2305760974,2405463497,2440458713,2520322779,2647561172,2753481174,2882345395,3010943399,3166958547,3282366356,3407490294,3492781839,3622014768,3810359535,3856083850,3944773778,4063116992,4101737927,4369079627,4549805948,4480204303,4669021072,4931127777,5254626701,5484371616,5543581171,5551631171,GIN
1411,Guinea-Bissau,Gross Domestic Product (GDP),307942580.1,295899046,314762198.6,318255721.5,332765767,358873185.9,376613921.4,349610439.7,395500457.7,403387307.8,339036336.4,337349590.7,351518270.1,339566648,358242820.7,373647249.8,369910782.4,390779442.5,417743326.4,436540870.5,450944183.5,464473375.2,478850443.1,489749131.7,504259228.5,524508891.6,544160186.7,576776065.3,479244108.7,542631823.1,541700961.2,552566072.4,545468013.4,547663027.5,562784699,586795627.8,600346588.3,619935069.9,639795985,661349893.3,691844626,747779757.6,734971401.1,758902704.2,760481946.5,796960591.2,GNB
1427,Guyana,Gross Domestic Product (GDP),933804004.2,960130442.7,941126589.8,957340886.4,1024290240,1130990772,1164116754,1133399442,1112928109,1092498129,1111440842,1128069841,979275911.9,912759705.3,866859412.3,887661155.6,879666859.4,887578553.1,854795545.5,812530922.7,787845543.4,834995026.2,900387216.5,974343563.8,1057389880,1110114655,1197630175,1272205987,1250469494,1287606950,1269880111,1298452404,1312099149,1298909203,1341694296,1315438530,1382916720,1479720891,1509315308,1559122714,1627724113,1715621215,1797971033,1891465527,1963341217,2024204795,GUY
1443,Haiti,Gross Domestic Product (GDP),2819128921,3001819202,3031150210,3175291166,3358819475,3396530772,3683136625,3700735230,3880911425,4174221509,4482616111,4354397703,4197686315,4237073669,4249644102,4274784966,4252996217,4221151122,4354204997,4227348526,4271233595,4351625912,4120511163,3896728738,3431316007,3770732179,3926947516,4033160256,4121157234,4232850856,4269659690,4225136675,4214412153,4229686472,4080843106,4154289832,4247885661,4389904330,4426952679,4563446595,4312557778,4550772160,4682066308,4880957443,5017451359,5100322665,HTI
1460,Honduras,Gross Domestic Product (GDP),2616605265,2721138809,2877939124,3104428469,3066317281,3131650746,3460495852,3819829908,4202030677,4398031072,4427431131,4539586912,4476431230,4435053369,4627787090,4821609702,4856454217,5149365917,5386744173,5619766864,5625211319,5808145020,6134812344,6517013114,6432079609,6694502360,6934058397,7280325761,7491570630,7350014790,7772504529,7984150399,8283920311,8660628839,9200346757,9757044729,10397768459,11041261468,11508540876,11228697936,11647660712,12094316278,12593661023,12945213715,13344623923,13829736030,HND
1477,Hungary,Gross Domestic Product (GDP),49765555526,52851019968,56074932186,59944102507,63480804555,67416614437,69754390881,74457226431,77875143444,79063045258,79111922304,81379859349,83691933209,84296997323,86537651707,86318653049,87643600199,91194243672,91134727443,91805866196,88595727414,78241888826,75844416247,75407470105,77629844797,78786161111,78790560295,81395267621,84829281124,87548016484,91227076522,94670078789,98933132915,1.0272E+11,1.07862E+11,1.12589E+11,1.1693E+11,1.17454E+11,1.18499E+11,1.10721E+11,1.11471E+11,1.1341E+11,1.11592E+11,1.13955E+11,1.18567E+11,1.223E+11,HUN
1494,Iceland,Gross Domestic Product (GDP),4331045565,4896716396,5199202945,5553061202,5869935096,5907863980,6259935308,6812204156,7222075038,7573109945,8008406300,8349965397,8529870933,8346379615,8691011499,8977192722,9540111358,10355403526,10346112034,10372850512,10494147548,10470690450,10117420439,10250307643,10620226683,10632608137,11141385075,11688782450,12456402657,12955135092,13561502024,14081415227,14125729710,14470417317,15642488555,16691222313,17525893779,19164576993,19455756966,18104760645,17460255630,17807213739,18024022864,18818841462,19181391410,19981259097,ISL
1511,India,Gross Domestic Product (GDP),1.43629E+11,1.46238E+11,1.45335E+11,1.49628E+11,1.51412E+11,1.65327E+11,1.68265E+11,1.80373E+11,1.9036E+11,1.80768E+11,1.92729E+11,2.05322E+11,2.13086E+11,2.2891E+11,2.3733E+11,2.50308E+11,2.62497E+11,2.75016E+11,3.02308E+11,3.22177E+11,3.40415E+11,3.41856E+11,3.60386E+11,3.78243E+11,4.06473E+11,4.37551E+11,4.69907E+11,4.9095E+11,5.20345E+11,5.57439E+11,5.79906E+11,6.10159E+11,6.33142E+11,6.86142E+11,7.43066E+11,8.12059E+11,8.87288E+11,9.74254E+11,1.01216E+12,1.09799E+12,1.21064E+12,1.29101E+12,1.36355E+12,1.45407E+12,1.5594E+12,1.67734E+12,IND
1528,Indonesia,Gross Domestic Product (GDP),40332090859,43157360828,47220145743,52559361167,56575447405,59392934262,63479068515,69043994212,74461040765,79115342258,86929587573,93825425570,95926866043,1.04345E+11,1.11622E+11,1.14371E+11,1.21091E+11,1.27056E+11,1.34399E+11,1.46609E+11,1.59807E+11,1.74074E+11,1.86643E+11,2.00182E+11,2.15275E+11,2.32971E+11,2.51185E+11,2.6299E+11,2.28468E+11,2.30276E+11,2.41606E+11,2.50408E+11,2.61676E+11,2.74185E+11,2.87978E+11,3.04372E+11,3.21115E+11,3.4149E+11,3.62026E+11,3.78784E+11,4.02359E+11,4.27184E+11,4.52943E+11,4.78114E+11,5.02134E+11,5.26206E+11,IDN
1545,Iran (Islamic Republic of),Gross Domestic Product (GDP),96602763577,1.09839E+11,1.25764E+11,1.35123E+11,1.42962E+11,1.42496E+11,1.68516E+11,1.63842E+11,1.42803E+11,1.25637E+11,98500056897,92888718231,1.14412E+11,1.27097E+11,1.18022E+11,1.20226E+11,1.08462E+11,1.08276E+11,1.0169E+11,1.07926E+11,1.22599E+11,1.38189E+11,1.42746E+11,1.40646E+11,1.38258E+11,1.41577E+11,1.50568E+11,1.52601E+11,1.55775E+11,1.58895E+11,1.68183E+11,1.72207E+11,1.86119E+11,2.02198E+11,2.10967E+11,2.19846E+11,2.32387E+11,2.53571E+11,2.55914E+11,2.61837E+11,2.79059E+11,2.89523E+11,2.70389E+11,2.65221E+11,2.7674E+11,2.77792E+11,Iran (Islamic Republic of)
1562,Iraq,Gross Domestic Product (GDP),9900746559,10587884830,10192488206,12121601576,13098219931,14980217402,18072528087,18405731725,21761891445,26969894460,27080334128,22211942512,21972593745,20151658479,20187466563,20184074218,21826345995,26055846019,26851162395,24469359467,24473505666,8291644375,10417140880,15476961428,14762264681,12059200236,18045221284,21994066075,29660558611,34875556926,35366072849,36181372933,33684792993,22534677242,34739214372,36267954212,39952125385,40502505297,43179258466,45687529785,48218007506,53143037855,59847785212,75414070731,74932472234,73104418068,IRQ
1579,Ireland,Gross Domestic Product (GDP),35662014878,36899446774,39294150180,41149395314,42902453887,45329293723,45961550322,49735591185,53309953165,54948187358,56640222901,58523632614,59860001242,59713762575,62313922258,64236689959,63961544563,66944129740,70436882184,74532025885,80842300724,82402265646,85157199415,87450149959,92483629323,1.01394E+11,1.10612E+11,1.22501E+11,1.3258E+11,1.46983E+11,1.61552E+11,1.71329E+11,1.80884E+11,1.87528E+11,2.00139E+11,2.1168E+11,2.24097E+11,2.32605E+11,2.22432E+11,2.12278E+11,2.16595E+11,2.16507E+11,2.14119E+11,2.16472E+11,2.3479E+11,2.96484E+11,IRL
1595,Israel,Gross Domestic Product (GDP),29732459862,32988482649,36995446712,39062553903,41592307905,42941071398,43079557715,43525560029,45943442846,48795527120,49610627933,52259799223,53348109528,55140126701,55654701918,57901449011,60327603445,64634820197,66515703944,66898000854,71791722853,77338434030,83339328938,86770206088,93215362725,99530115776,1.05536E+11,1.09806E+11,1.14374E+11,1.18425E+11,1.28901E+11,1.29021E+11,1.2877E+11,1.3021E+11,1.36784E+11,1.42462E+11,1.50592E+11,1.59951E+11,1.64759E+11,1.67052E+11,1.765E+11,1.85435E+11,1.89851E+11,1.9816E+11,2.04428E+11,2.09555E+11,ISR
1612,Italy,Gross Domestic Product (GDP),8.15392E+11,8.30216E+11,8.60855E+11,9.22199E+11,9.72921E+11,9.52585E+11,1.02046E+12,1.04659E+12,1.0805E+12,1.14489E+12,1.18416E+12,1.19416E+12,1.19909E+12,1.21311E+12,1.25225E+12,1.28729E+12,1.3241E+12,1.36637E+12,1.42368E+12,1.47192E+12,1.50115E+12,1.52424E+12,1.53696E+12,1.52385E+12,1.55663E+12,1.60157E+12,1.62217E+12,1.65194E+12,1.67864E+12,1.70482E+12,1.76807E+12,1.79941E+12,1.80388E+12,1.80661E+12,1.83519E+12,1.85262E+12,1.88979E+12,1.91764E+12,1.8975E+12,1.79348E+12,1.82373E+12,1.83424E+12,1.78253E+12,1.75173E+12,1.75334E+12,1.76617E+12,ITA
1629,Jamaica,Gross Domestic Product (GDP),7629483595,7859601846,8578963101,8688414303,8350778617,8325252895,7787665720,7602410859,7643793469,7503015245,7073332259,7254332833,7343286106,7511137066,7446936007,7101178501,7220685290,7778197534,8002616092,8549889694,9016553481,9095369056,10035005759,10232432315,10323703335,10429962235,10462682924,10359699839,10232644173,10333820537,10405267288,10538541310,10609664298,10998648359,11144251949,11243859050,11569820393,11736912099,11641522112,11137115861,10973513438,11163252005,11093818095,11149696121,11227142758,11339014049,JAM
