61,Denmark,,208,DNK,   924,Northern Europe,   908,Europe,No,,,"Total population: Estimated to be consistent with official population estimates through 2015, and with estimates of the subsequent trends in fertility, mortality and international migration.",Population register,1-Jan-2015,Total fertility: Based on official registration data of births by age of mother through 2014.,Life expectancy at birth: Based on official life tables available through 2014. The age pattern of mortality is based on life tables through 2014 from the Human Mortality Database.,Infant and child mortality: Based on official life tables available through 2013.,"International migration: Based on official estimates of international migration, and estimates derived as the difference between overall population growth and natural increase through 2015.",,,,
62,Djibouti,,262,DJI,   910,Eastern Africa,   903,Africa,No,,,"Total population: Estimated to be consistent with the 1983 census, the 1991 Intercensal Demographic Survey, both adjusted for underenumeration, with the 2009 census, and with estimates of the subsequent trends in fertility, mortality and international migration.",Census,29-May-2009,"Total fertility: Based on: (a) maternity-history data from the 2002 Djibouti EDSF/PAPFAM survey (retrospective estimates were taken into account while the more recent estimate was disregarded since it differed greatly from the official estimate) and the 2012 Djibouti EDSF/PAPFAM 2 survey; (b) indirect estimates obtained from the application of the own-children method to the 2006 Multiple Indicator Cluster Survey (MICS); (c) births in the preceding 12 months classified by age of mother from the 1991 Enquête Démographique Intercensitaire; (d) indirect estimates from the 1983 census (using preliminary results adjusted to match the official total population, and using the reverse survival method), 1991 Enquête Démographique Intercensitaire, 2002 Enquête Djiboutienne auprès des Ménages (EDAM-IS2), 2002 Djibouti  EDSF/PAPFAM, 2012 Djibouti EDSF/PAPFAM-2; and (e) cohort-completed fertility from these surveys and censuses",Life expectancy at birth: Derived from estimates of infant and child mortality by assuming that the age pattern of mortality conforms to the North model of the Coale-Demeny Model Life Tables.,"Infant and child mortality: Based on: (a) maternity-history data from the 2002 Djibouti EDSF/PAPFAM survey and the 2012 Djibouti EDSF/PAPFAM 2 survey; and (b) data on children ever-born and surviving classified by age of mother from the 1991 Enquête Démographique Intercensitaire, 2002 Djibouti EDSF/PAPFAM survey, and 2006 Multiple Indicator Cluster Survey (MICS).","International migration: Based on refugee statistics compiled by UNHCR and on reports of additional migration flows of persons not qualifying as refugees, and estimates of net international migration derived as the difference between overall population growth and natural increase.",,,,
63,Dominica,,212,DMA,   915,Caribbean,   904,Latin America and the Caribbean,Yes,,,"Total population: Estimated to be consistent with the1960, 1970, 1981, 1991, 2001 and 2011 censuses, and with estimates of the subsequent trends in fertility, mortality and international migration.",Census,14-May-2011,"Total fertility: Based on: (a) registered live births by age of mother and the underlying mid-year female population by age in 1960, 1966, 1969, 1985 to 1989, 2005, 2006 and 2011; and (b) 2001 official estimate of total fertility.",Life expectancy at birth: Derived from estimates of infant and child mortality by assuming that the age pattern of mortality conforms to the Far Eastern model of the United Nations Model Life Tables.,Infant and child mortality: Based on registered births and infant and child death through 2006. Esimates of the WHO vital registration data were considered.,International migration: Based on estimates of net international migration derived as the difference between overall population growth and natural increase.,,,,
64,Dominican Republic,,214,DOM,   915,Caribbean,   904,Latin America and the Caribbean,No,,,"Total population: Estimated to be consistent with the 1950, 1960, 1970, 1981, 1993, 2002 and 2010 censuses, with official population estimates through 2016, and with estimates of the subsequent trends in fertility, mortality and international migration.",Official estimate,1-Jul-2016,"Total fertility: Based on: (a) registered live births by age of mother and underlying mid-year female population by age through 2015; (b) estimates from the 1960, 1970, 1981, 1993, 2002 and 2010 censuses; (c) estimates from the 1986, 1991, 1996, 2002, 2007,  2013 DHS and 2014 ENHOGAR-MICS; and (d) estimates from the 1983 Contraceptive Prevalence Survey, and the 1975 and 1980 World Fertility Survey.","Life expectancy at birth: Based on: (a) registered deaths by age and sex through 2011, and underlying mid-year population; (b) estimates of infant and child mortality from 2000, 2006, and 2014 (preliminary) Multiple Indicator Cluster Survey (MICS); (c) estimates of infant and child mortality from the 1986, 1991, 1996, 2002, 2007 and 2013 DHS. The number of deaths was adjusted using the growth-balance method.","Infant and child mortality: Based on: (a) estimates from 2000, 2006 and 2014 Multiple Indicator Cluster Survey (MICS); (b) estimates from the 1986, 1991, 1996, 2002, 2007 and 2013 DHS; (c) registered live births and infant and child deaths through 2011; and (d) estimates from the 1983 Contraceptive Prevalence Survey, the 1975 and 1980 World Fertility Survey.","International migration: Based on: (a) information on foreign-born populations from censuses and registers from the Latin American countries, Spain and United States of America, (b) estimates derived as the differences between overall population growth and natural increase through 2010, and (c) administrative registers from the Dirección Nacional de Migración.",,,,
65,Ecuador,,218,ECU,   931,South America,   904,Latin America and the Caribbean,No,,,"Total population: Estimated to be consistent with the 1950, 1962, 1974, 1982, 1990, 2001 and 2010 censuses, with official estimates though 2016, and with estimates of the subsequent trends in fertility, mortality and international migration.",Official estimate,1-Jul-2016,"Total fertility: Based on: (a) registered births from 1954 through 2015 by age of mother and underlying female population by age; (b) estimates from the 2012 ENSANUT, the 1989, 1994, 1999 and 2004 ENDEMAIN, from the 1987 ENDESA, and from the 1979/80 WFS; and (c) estimates from the 1950, 1962, 1974, 1982, 1990, 2001 and 2010 censuses.","Life expectancy at birth: Based on: (a) registered deaths by age and sex from 1954 to 2011, with underlying mid-year population; (b) estimates from the 1989, 1994, 1999 and 2004  ENDEMAIN, and the 1987 ENDESA; and (c) estimates from the 1950, 1962, 1974, 1982, 1990, 2001 and 2010 censuses. The number of deaths was adjusted using the growth-balance method.","Infant and child mortality: Based on: (a) births and infant deaths registered through 2012; (b) children ever born and surviving classified by age of mother from the 1990, 2001 and 2010 censuses; (c) and estimates from the 1989, 1994, 1999, and 2004 ENDEMAIN..","International migration: Based on: (a) information on foreign-born populations from censuses and registers from the Latin American countries, Spain (Padrón Municipal) and United States of America, and (b) estimates derived as the differences between overall population growth and natural increase through 2010.",,,,
66,Egypt,,818,EGY,   912,Northern Africa,   903,Africa,No,,,"Total population: Estimated to be consistent with the 1960, 1976, 1986, 1996 and 2006 censuses, with 2014 official estimates, and with estimates of the subsequent trends in fertility, mortality and international migration.",Official estimate,1-Jul-2014,"Total fertility: Based on: (a) maternity-history data from the 1980 Egypt Fertility Survey (EFS), 1991 PAPCHILD Survey, and 1988, 1992, 1995, 2000, 2005, 2008 and 2014 DHS; (b) number of births in the 12 months preceding the survey classified by the age of mother from the 1984 ECPS, the 1997, 1998 and 2003 Interim Demographic and Health Survey (IDHS), (c) indirect estimates obtained from the application of the reverse survival method to the 1960, 1976, 1986, 1996 and 2006 censuses; and (d) number of births from the vital registration system.","Life expectancy at birth: Based on official estimates of life expectancy available through 2013. The age pattern of mortality is based on official life tables for various years from 1960 to 2012 adjusted for infant and child mortality, and adult mortality.","Infant and child mortality: Based on: (a) data on children ever born and surviving classified by age of mother from the 1976 census, 1980 Egypt Fertility Survey (EFS), 1984 Contraceptive Prevalence Survey, 1986 census, the 1991 PAPCHILD survey, and the 1988, 1992, 1995, 2000, 2003, 2005 and 2008 Egypt Demographic and Health Survey (DHS); (b) data on births and deaths under-five calculated from maternity-history data from the 1988, 1992, 1995, 2000, 2005 and 2008 DHS; and (c) official estimates from the vital registration system.","International migration: Based on estimates of net international migration derived as the difference between overall population growth and natural increase during the 1970-1976, 1976-1986, 1986-1996 and 1996-2006 intercensal periods, and official figures from IOM.",,,,
67,El Salvador,,222,SLV,   916,Central America,   904,Latin America and the Caribbean,No,,,"Total population: Estimated to be consistent with the 1950, 1961, 1971, 1992, and 2007 censuses, with official estimates through 2016, and with estimates of the subsequent trends in fertility, mortality and international migration.",Census,1-Jul-2016,"Total fertility: Based on: (a) registered births from 1955 through 2013 by age of mother and underlying female population by age of mother; (b) estimates from the 1971, 1992 and 2007 censuses; and (c) estimates from the 2014 MICS, 1985 DHS, and 1988, 1993, 1998, 2002/03 and 2008 Encuesta Nacional de Salud Familiar (FESAL).","Life expectancy at birth: Based on: (a) registered deaths from 1975 through 2008, and underlying population by age and sex; (b) estimates from the 1950, 1963,  1971, 1992 and 2007 censuses; (c) estimates from the 1973 to 2008 Encuesta Nacional de Salud Familiar (FESAL), the 1992 EHS, and the 1985 DHS. The number of deaths was adjusted using the growth-balance method.","Infant and child mortality: Based on: (a) data on children ever born and surviving from the 1992, 1993 and 2014 MICS; (b) registered births and infant and child deaths from 1975 through 2008; (c) estimates from the 1950, 1963, 1971, 1992 and 2007 censuses; and (d) the 1973 to 2008 Encuesta Nacional de Salud Familiar (FESAL), the 1992 EHS, and the 1985 DHS;.","International migration: Based on: (a) information on foreign-born populations from censuses and registers from the Latin American countries, Spain and United States of America, (b) refugee data from UNHCR, and (c) estimates derived as the differences between overall population growth and natural increase.",,,,
68,Equatorial Guinea,,226,GNQ,   911,Middle Africa,   903,Africa,No,,,"Total population: Estimated to be consistent with the 1983, 1994, and 2002 censuses, and with estimates of the subsequent trends in fertility, mortality and international migration.",Census,15-Feb-2002,"Total fertility: Based on: (a) estimates from the 2000 MICS and the 2011 DHS; (b) official estimates for 1975, 1983, 1988, 1994, 2001 and 2003; and (c) estimates from the 1983, 1994 and 2002 censuses.",Life expectancy at birth: Estimated using the North model of the Coale-Demeny Model Life Tables and implied relationships between life expectancy at birth and estimates of infant and child mortality and between life expectancy at birth and estimates of adult mortality (45q15). The adjusted estimates of 45q15 were derived from (a) parental orphanhood data from the 2000 MICS; and (b) intercensal survivorship from successive census age distributions (smoothed and unsmoothed) for the period of 1983-1994. The demographic impact of AIDS has been factored into the mortality estimates.,"Infant and child mortality: Based on: (a) children ever born and surviving classified by age of mother from the 1983, 1994 and 2002 censuses; and (b) estimates from the 2000 MICS and the 2011 DHS.  The demographic impact of AIDS has been factored into the mortality estimates.",International migration: Based on refugee statistics compiled by UNHCRl.,,,,
69,Eritrea,,232,ERI,   910,Eastern Africa,   903,Africa,No,,,"Total population: Estimated to be consistent with the results relative to Eritrea from the 1984 Population and Housing Census of Ethiopia, and with estimates of the subsequent trends in fertility, mortality and international migration.",Census,9-May-1984,Total fertility: Based on: (a) maternity-history data from the 1995 and 2002 Eritrea Demographic and Health Survey (DHS) and the 2010 Population and Health Survey (PHS); and (b) indirect estimates obtained from the application of the reverse survival method to the 1984 census.,Life expectancy at birth: Derived from estimates of infant and child mortality by assuming that the age pattern of mortality conforms to the North model of the Coale-Demeny Model Life Tables.,"Infant and child mortality: Based on: (a) data on births and deaths under-five calculated from maternity-history data from the 1995 and 2002 Eritrea Demographic and Health Survey (DHS) and the 2010 Population and Health Survey (PHS); and (b) data on children ever born and surviving classified by age of mother from the 1995 and 2002 Eritrea DHS, and the 2010 PHS.",International migration: Based on refugee statistics compiled by UNHCR and on assumed levels of emigration.,,,,
70,Estonia,,233,EST,   924,Northern Europe,   908,Europe,No,,,"Total population: Estimated to be consistent with the 2011 census,  with official population estimates for 2015, and with estimates of the subsequent trends in fertility, mortality and international migration.",Official estimate,1-Jan-2015,Total fertility: Based on official registration data of births by age of mother through 2015.,Life expectancy at birth: Based on official life tables available through 2015.,"Infant and child mortality: Based on births and infant deaths registered through 2015, adjusted upward through 1994 by a factor of 1.25 to compensate for infant deaths omitted owing to the use of a definition of infant death that did not conform to international standards.","International migration: Based on official estimates of international migration, and estimates derived as the difference between overall population growth and natural increase through 2015.",,,,
71,Ethiopia,,231,ETH,   910,Eastern Africa,   903,Africa,No,,,"Total population: Estimated to be consistent with the 1984, 1994 and 2007 censuses adjusted for underenumeration, and with estimates of the subsequent trends in fertility, mortality and international migration.",Census,28-May-2007,"Total fertility: Based on: (a) maternity-history data from the 2000, 2005, 2011 and preliminary results from the 2016 Ethiopia Demographic and Health Survey (DHS), and the 1990 National Family and Fertility Survey (NFFS); (b) data on births during the past 12 months, classified by age of mother, from the 1984, 1994 and 2007 censuses, the 1964 National Sample Survey (NSS), the 1st and 2nd rounds of the 1969/71 NSS, the 1981 Demographic Survey; (c) data on last births, classified by age of mother, from the round 1 and 2 of the 2014 Performance and Monitoring Accountability 2020 (PMA2020); and (d) indirect estimates obtained from the application of the reverse survival method to the 1981 Demographic Survey, the 2003 World Health Survey (WHS) and the 1994 and 2007 censuses.",Life expectancy at birth: Derived from estimates of infant and child mortality by assuming that the age pattern of mortality conforms to the North model of the Coale-Demeny Model Life Tables.,"Infant and child mortality: Based on: (a) maternity-history data from the 1990 National Family and Fertility Survey (NFFS), the 2000, 2005, 2011 and preliminary results of the 2016 DHS; and (b) data on children ever born and surviving, classified by age of mother, from the 1981 Demographic Survey, the 1984, 1994 and 2007 censuses, the 1990 NFFS, and the 2000, 2005 and 2011 DHS.","International migration: Based on estimates of net international migration derived as the difference between overall population growth and natural increase during the 1984-1994 and 1994-2007 intercensal periods, refugee statistics compiled by UNHCR, and assumed levels of emigration.",,,,
72,Faeroe Islands,,234,FRO,   924,Northern Europe,   908,Europe,Yes,,,"Total population: Estimated to be consistent with official population estimates through 2015, and with estimates of the subsequent trends in fertility, mortality and international migration.",Official estimate,1-Jul-2015,,,,,,,,
73,Falkland Islands (Malvinas),9,238,FLK,   931,South America,   904,Latin America and the Caribbean,Yes,,,"Total population: Estimated to be consistent with the 2006 and 2012 censuses, and the assumed subsequent trend in the growth rate of the population.",Census,15-Apr-2012,,,,,,,,
74,Fiji,,242,FJI,   928,Melanesia,   909,Oceania,No,,,"Total population: Estimated to be consistent with the 2007 census with estimates of the subsequent trends in fertility, mortality and international migration.",Census,16-Sep-2007,"Total fertility: Based on: (a) estimates from the 1986, 1996 and 2007 censuses; and (b) estimates from births by age of mother registered through 2008.","Life expectancy at birth: Based on: (a) official 1976, 1986, 1996, 2001 and 2007 estimates, and (b) deaths by age and sex registered from 1950 through 2007.","Infant and child mortality: Based on: (a) data on children ever born and children surviving by age of mother from the 1996 and 2006 censuses, (b) registered births by sex and infant deaths by age and sex from 1950 to 2008, and (c) estimates from WHO vital registration data thourgh 2012 were also considered.",International migration: Based on estimates of net international migration derived as the difference between overall population change and natural increase during the 1950-2007 intercensal period. Migration for the 2010-2015 period was assumed to be same as for the 2005-2010 period.,,,,
75,Finland,10,246,FIN,   924,Northern Europe,   908,Europe,No,,,"Total population: Estimated to be consistent with official population estimates through 2015, and with estimates of the subsequent trends in fertility, mortality and international migration.",Census,1-Jan-2015,Total fertility: Based on official registration data of births by age of mother through 2015.,Life expectancy at birth: Based on official estimates of life expectancy available through 2014.The age pattern of mortality is based on life tables through 2012 from the Human Mortality Database.,Infant and child mortality: Based on births and infant deaths registered through 2014.,"International migration: Based on official estimates of international migration, and estimates derived as the difference between overall population growth and natural increase through 2015.",,,,
76,France,,250,FRA,   926,Western Europe,   908,Europe,No,,,"Total population: Estimated to be consistent with official estimates through 2015, and with estimates of the subsequent trends in fertility, mortality and international migration. Population estimates exclude the overseas departments, namely, French Guyana, Guadeloupe, Martinique and Réunion.",Official estimate,1-Jan-2015,Total fertility: Based on official estimates of total fertility through 2013 and provisory estimates of total fertility through 2015.,Life expectancy at birth: Based on official life tables through 2015.,Infant and child mortality: Based on births and infant deaths registered through 2014.,"International migration: Based on official estimates of net international migration available through 2013, and estimates derived as the difference between overall population growth and natural increase through 2014.",,,,
77,French Guiana,,254,GUF,   931,South America,   904,Latin America and the Caribbean,No,,,"Total population: Estimated to be consistent with official estimates through 2016, and with estimates of he subsequent trends in fertility, mortality and international migration.",Official estimate,1-Jan-2016,Total fertility: Based on official estimates of total fertility through 2015.,Life expectancy at birth: Based on official estimates of life expectancy from 2000 to 2015.,Infant and child mortality: Based on: the West model of the Coale-Demeny Model Life Tables with given e0. Births and infant deaths registered through 2013 were considered.,"International migration: Based on estimates of net international migration derived as the difference between overall population growth and natural increase. Official migration statistics for the period 1990-2006, the 2004 Greater Caribbean Survey, and  the number of immigrants admitted to the United States were considered.",,,,
78,French Polynesia,,258,PYF,   957,Polynesia,   909,Oceania,No,,,"Total population: Estimated to be consistent with the 1962, 1971, 1988, 1996, 2002, 2007 and 2012 censuses, and with estimates of the subsequent trends in fertility, mortality and international migration.",Census,22-Aug-2012,Total fertility: Based on births registered through 2014 classified by age of mother and underlying female population by age.,Life expectancy at birth: Based on official estimates of life expectancy derived from registered deaths through 2014.,Infant and child mortality: Based on births and infant deaths registered through 2015.,International migration: Based on estimates of net international migration derived as the difference between overall population growth and natural increase through 2015.,,,,
79,Gabon,,266,GAB,   911,Middle Africa,   903,Africa,No,,,"Total population: Estimated to be consistent with the 1993, 2003 and 2013 censuses, both adjusted for underenumeration, with official estimates for 2005, and with estimates of the subsequent trends in fertility, mortality and international migration.",Census,20-Oct-2013,"Total fertility: Based on: (a) maternity-history data from the 2000 and 2012 DHS; (b) indirect estimates obtained from the application of the reverse survival method to the 1960, 1969/70 and 1993 censuses and the 2005 Enquête Gabonaise pour l'Evaluation et le Suivi de la Pauvreté (EGEP); and (c) births in the preceding 12 months classified by age of mother from the 1960 census (African population only) and 1993 census.",Life expectancy at birth: Derived from estimates of infant and child mortality by assuming that the age pattern of mortality conforms to the North model of the Coale-Demeny Model Life Tables. The demographic impact of AIDS has been factored into the mortality estimates.,Infant and child mortality: Based on maternity-history data from the 2000 and 2012 Gabon Demographic and Health Surveys (DHS). The demographic impact of AIDS has been factored into the mortality estimates.,"International migration: Based on estimates of net international migration derived as the difference between overall population growth and natural increase during intercensal period, and on information on the stock of refugees derived from the historical database maintained by UNHCR.",,,,
80,Gambia,,270,GMB,   914,Western Africa,   903,Africa,No,,,"Total population: Estimated to be consistent with the 1973. 1983, 1993 and 2003 censuses adjusted for underenumeration; with the total population from the 2013 census; with the structure by age and sex from the 2005-2006 MICS3 and 2010 MICS4 surveys; and with estimates of the subsequent trends in fertility, mortality and international migration.",Census,15-Apr-2013,"Total fertility: Based on: (a) maternity-history data from the 1990 Gambia Contraceptive Prevalence and Fertility Determinants Survey, adjusted for underreporting; (b) data on children ever born and births in the preceding 12 months, both classified by age of mother, from this survey and from  the 2000, 2005/06 and 2010 MICS surveys, the 1963, 1973, 1983 and 1993 censuses, 2001 National Survey on Mortality and Contraceptive Prevalence, 1993/94 Household Education and Health Survey of the Social Dimensions of Adjustment, and the 1973 post-enumeration survey; (c) total fertility from births in the preceding 12 months from the 2003 census; (d) cohort-completed fertility from these surveys and censuses; (e) the own-children method applied to the 2005/06 MICS3 survey, and (f) maternity-history data from the 2013 DHS.","Life expectancy at birth: Estimated using the South model of the Coale-Demeny Model Life Tables and three parameters: (1-2) direct and indirect estimates of infant and child mortality, and (3) adjusted estimates of adult mortality (45q15). Adult mortality was derived from the relationship to child mortality implied by the North model of the Coale-Demeny Model Life Tables. Adult mortality estimates derived from recent household deaths data from the 1973 census, and from parental orphanhood from the 1973, 1983 and 2003 censuses, 2001 Baseline Survey in Lower, Central and Upper River Divisions, 2000 and 2005/06 MICS surveys and rural demographic surveillance sites were also considered. The results of the 2013 DHS were considered.","Infant and child mortality: Based on: (a) recent household deaths from the 1973, 1983 and 1993 censuses, the 1990 Gambia Contraceptive Prevalence and Fertility Determinants Survey and the 1993/94 Household Education and Health Survey; (b) data on children ever-born and surviving classified by age of mother (and the North model of the Coale-Demeny Model Life Tables) from censuses and the 2001 National Survey on Mortality and Contraceptive Prevalence, and the 2000, 2005/06 and 2010 MICS surveys; and (c) birth history data from the 2013 Demographic and Health Survey. Infant mortality is estimated using relationships between infant and child mortality (for both sexes, and by sex) estimated based on WFS/DHS direct birth histories from the Sahelian region validated using 15 demographic surveillance sites and cohort studies from West Africa",International migration: Based on estimates of net international migration derived as the difference between overall population growth and natural increase during intercensal periods.,,,,
81,Georgia,11,268,GEO,   922,Western Asia,   935,Asia,No,,,"Total population: Estimated to be consistent with the 1959, 1970, 1979, 1989, 2002 and 2014 censuses, and with estimates of the subsequent trends in fertility, mortality and international migration. Population of the 2014 census has been adjusted by including estimates for the areas excluded from the census enumeration.",Census,6-Nov-2014,"Total fertility: Based on: (a) official estimates of total fertility available through 2015, adjusted for births to non-residents and (b) estimates from the 1999, 2005 and 2010 Georgia Reproductive Health Survey.","Life expectancy at birth: Based on official estimates of life expectancy available through 2015, adjusted for underregistration.","Infant and child mortality: Based on: (a) official estimates through 2015 adjusted for underregistration, (b) maternity-history data from the 1999 and 2005 RHS, and (c) data on children ever born and surviving classified by age of mother from the 2005 MICS. Estimates from 2010 RHS were also considered.",International migration: Based on estimates of net international migration derived as the difference between overall population growth and natural increase during the 2002-2014 intercensal period.,,,,
82,Germany,,276,DEU,   926,Western Europe,   908,Europe,No,,,"Total population: Estimated to be consistent with official population estimates through 2015, and with estimates of the subsequent trends in fertility, mortality and international migration.",Official estimate,1-Jan-2015,Total fertility: Based on official estimates of total fertility through 2015.,Life expectancy at birth: Based on official estimates of life expectancy available through 2015.,Infant and child mortality: Based on births and infant deaths registered through 2015.,International migration: Based on estimates of net international migration derived as the difference between overall population growth and natural increase through 2015 and flow statistics available through 2015.,,,,
83,Ghana,,288,GHA,   914,Western Africa,   903,Africa,No,,,"Total population: Estimated to be consistent with the 1960, 1970, 1984, 2000 and 2010 censuses, and with estimates of the subsequent trends in fertility, mortality and international migration.",Census,26-Sep-2010,"Total fertility: Based on: (a) maternity-history data adjusted for underreporting from the 1979/80 Ghana WFS and the 1988, 1993, 1998/99, 2003, 2008 and 2014 Ghana DHS, and 2007 Ghana Maternal Health Survey; (b) data on children ever born and births in the preceding 12 months (or 24-36 months), both classified by age of mother, from these surveys and from the 1960 Post-Enumeration Survey, 1968/69 National Demographic Survey, 1971 Supplementary Enquiry, and the 2006 and 2011 MICS surveys; (c) data on children ever born classified by age of mother from the 1948 Gold Coast census, 1960 Census, and 1961 Family Survey; (d) cohort-completed fertility from these surveys and censuses; and (e) the own-children method applied to the 2000 census, 2003 WHS and 2006 MICS3 surveys. Estimates of total fertility from rounds 1, 2 and 3 (2013-2014) of the Performance Monitoring and Accountability Survey were also considered.","Life expectancy at birth: Estimated using the South model of the Coale-Demeny Model Life Tables and three parameters: (1-2) direct and indirect estimates of infant and child mortality, and (3) adjusted estimates of adult mortality (45q15). Adult mortality estimates were derived from: (a) recent female household deaths data from the 2007 Ghana Maternal Health Survey ; (b) parental orphanhood from the 1988, 1993, 1998, 2003 and 2008 DHS as well as 2006 MICS3 survey; (c) siblings deaths from the 2007 Ghana Maternal Health Survey; and (d) implied relationship between child mortality and adult mortality based on the North model of the Coale-Demeny Model Life Tables.","Infant and child mortality: Infant mortality estimates are derived from the child mortality rates using the North model of the Coale-Demeny Model Life Tables. Child mortality estimates are based on: (a) data on births and deaths under-five calculated from maternity-history data from the 1979-1980 Ghana WFS, and the 1988, 1993, 1998-1999, 2003, 2008 and 2014 Ghana DHS, 2007 Ghana Maternal Health Survey and the 2011 MICS4 survey; (b) data on children ever-born and surviving classified by age of mother (and the North model of the Coale-Demeny Model Life Tables) from these surveys as well as from the 1948 and 1960 censuses, 1971 Supplementary Enquiry and 2006 MICS survey; and (c) 1968-1969 National Demographic Sample Survey - Dual record survey and 1974-1977 Cape Coast Project registration data.",International migration: Based on refugee statistics compiled by UNHCR and on the number of Ghanaians migrating to selected developed countries.,,,,
84,Gibraltar,,292,GIB,   925,Southern Europe,   908,Europe,Yes,,,"Total population: Estimated to be consistent with the 1961, 1970, 1981, 1991, 2001 and 2012 censuses, and the assumed subsequent trend in the growth rate of the population.",Census,12-Nov-2012,,,,,,,,
85,Greece,,300,GRC,   925,Southern Europe,   908,Europe,No,,,"Total population: Estimated to be consistent with the 2011 census, resident population adjusted for underenumeration, official population estimates through 2015, and with estimates of the subsequent trends in fertility, mortality and international migration.",Official estimate,1-Jan-2015,Total fertility: Based on official registration data of births by age of mother through 2014.,Life expectancy at birth: Based on official estimates of life expectancy available through 2014. The age pattern of mortality is based on life tables through 2014 from the Human Mortality Database.,Infant and child mortality: Based on births and infant deaths registered through 2013.,"International migration: Based on official estimates of international migration through 2014, and estimates derived as the difference between overall population growth and natural increase.",,,,
86,Greenland,,304,GRL,,,   905,Northern America,Yes,,,"Total population: Estimated to be consistent with official population estimates for 2015, and with estimates of trends in fertility, mortality and international migration..",Official estimate,1-Jan-2015,,,,,,,,
87,Grenada,,308,GRD,   915,Caribbean,   904,Latin America and the Caribbean,No,,,"Total population: Estimated to be consistent with the 1960, 1970, 1981, 2001 and 2011 censuses adjusted for underenuneration, and with estimates of the subsequent trends in fertility, mortality and international migration.",Census,12-May-2011,"Total fertility: Based on: (a) registered births by age of mother through 2000 and underlying female population by age, and (b) official estimates in 1960, 1963 and 1964.",Life expectancy at birth: Derived from estimates of infant and child mortality by assuming that the age pattern of mortality conforms to the West model of the Coale-Demeny Model Life Tables.,Infant and child mortality: Based on: (a) live births and infant deaths registered through 2000; and (b) WHO vital registration estimates from 1985 to 2010.,International migration: Based on estimates of net international migration derived as the difference between overall population growth and natural increase.,,,,
88,Guadeloupe,12,312,GLP,   915,Caribbean,   904,Latin America and the Caribbean,No,,,"Total population: Estimated to be consistent with the 1961, 1967, 1984, 1982, 1990, 1999, 2006 and 2013 censuses, with the 2016 official estimate, and with estimates of the subsequent trends in fertility, mortality and international migration. For the 2013 census, the Guadeloupe region and communes of Saint-Martin and Saint-Barthélemy are jointly considered.",Official estimate,1-Jan-2016,"Total fertility: Based on: (a) official estimates of total fertility available through 2013, and (b) official estimates of registered births by age of mother and underlying mid-year female population by age through 2013.","Life expectancy at birth: Based on: (a) official estimates from INSEE through 2013 (2009-2013 estimates correspond to Guadeloupe region), and (b) life tables derived from registered deaths and the population by age and sex through 2003.","Infant and child mortality: Based on: (a) official estimates from INSEE through 2013 (2009-2013 estimates correspond to Guadeloupe region), and (b) births and infant deaths registered through 2003.",International migration: Based on estimates of net international migration derived as the difference between overall population growth and natural increase. Estimates from INSEE were also considered.,,,,
89,Guam,,316,GUM,   954,Micronesia,   909,Oceania,No,,,"Total population: Estimated to be consistent with the 2010 census and official population estimates for 2015, and with estimates of the subsequent trends in fertility, mortality and international migration.",Official estimate,1-Jul-2015,"Total fertility: Based on births registered through 2015 classified by age of mother, adjusted downward to account for births to non-resident women in Guam hospitals and to be consistent with children under age five enumerated in the 2010 census.","Life expectancy at birth: Based on: (a) official estimates of infant mortality, (b) registered deaths by age through 2004, and (c) total registered deaths through 2014.",Infant and child mortality: Based on births and infant deaths registered through 2015.,International migration: Based on estimates of net international migration derived as the difference between overall population growth and natural increase until 2015. Data on the reduction in the number of military personnel and their dependants were also taken into account.,,,,
90,Guatemala,,320,GTM,   916,Central America,   904,Latin America and the Caribbean,No,,,"Total population: Estimated to be consistent with the 1950, 1964, 1973, 1981, 1994, and 2002 censuses adjusted for underenumeration, with official estimates through 2012, and with estimates of the subsequent trends in fertility, mortality and international migration.",Official estimate,1-Jul-2012,"Total fertility: Based on: (a) official registration data of births by age of mother from 1955 through 2015; (b) estimates from the 1987, 1995, 1998/99, 2002 and 2008/09 Encuestas Nacionales de Salud Materno Infantil (ENSMI), (c) estimates from the 1987 and 1989 Encuestas Nacionales Socio-demográficas (ENSD), and the 1978 Encuesta Nacional de Fecundidad; and (d) estimates from the1973, 1981, 1994 and 2002 censuses.","Life expectancy at birth: Based on: (a) registered deaths by age and sex and the underlying mid-year population by age and sex through 2013; (b) age-sex-specific death rates from the 1995, 1998/99, 2002 and 2008/09 Encuestas Nacionales de Salud Materno Infantil (ENSMI); (c) age-sex-specific death rates from the 1987 and 1989 Encuestas Nacionales Socio-demográficas (ENSD); and (d) death rates by age and sex from the 1950, 1964, 1973, 1981, 1994 and 2002 censuses. The number of deaths was adjusted using the growth-balance method.","Infant and child mortality: Based on: (a) registered births by age of mother and the underlying mid-year female population by age through 2013; (b)  estimates from the 1995, 1998/99, 2002 and 2008/09 Encuestas Nacionales de Salud Materno Infantil (ENSMI); (c) estimates from the 1987 and 1989 Encuestas Nacionales Socio-demográficas (ENSD); and (d) the estimates from the 1950, 1964, 1973, 1981, 1994 and 2002 censuses.","International migration: Based on: (a) information on foreign-born populations from censuses and registers from the Latin American countries, Spain and United States of America, and (b) estimates derived as the differences between overall population growth and natural increase.",,,,
